,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,week_no,week_start
6149,47th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,34.0,0.0,16,11,2013,20.7084545,81.5481305,5.33e-05,5.0,299.08,47,2013-11-18
6150,47th week,Karnataka,Ballari,Cholera,18.0,0.0,21,11,2013,15.2485413,76.8323648,0.04969189118,10.0,303.8766666,47,2013-11-18
6151,47th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,11.0,0.0,11,11,2013,13.3400771,77.1006208,0.001289629646,10.0,304.372,47,2013-11-18
6152,47th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,13.0,0.0,20,11,2013,12.22721295,79.07015555,0.4448974126,13.0,298.39,47,2013-11-18
6153,47th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,30.0,0.0,17,11,2013,24.0,87.583333,4.81e-05,5.0,300.4566666,47,2013-11-18
6154,47th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24.0,2.0,12,11,2013,15.8309251,78.0425373,0.0001787720902,14.0,303.988,47,2013-11-18
6155,47th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,19.0,0.0,8,11,2013,20.9727404,80.69155548,4.87e-05,5.0,300.08,47,2013-11-18
6156,47th week,Maharashtra,Ahmednagar,Dengue,37.0,0.0,9,9,2013,19.1627725,74.8580243,0.05936781401,11.0,308.568,47,2013-11-18
6157,47th week,Maharashtra,Ahmednagar,Dengue,42.0,1.0,24,10,2013,19.1627725,74.8580243,0.02859810192,5.0,305.528,47,2013-11-18
6158,47th week,Maharashtra,Chandrapur,Dengue,57.0,0.0,1,10,2013,20.0967555,79.50454752,0.0773537682,22.0,302.668,47,2013-11-18
6159,47th week,Maharashtra,Thane,Dengue,54.0,0.0,22,10,2013,19.1943294,72.9701779,0.2187556603,24.0,302.07,47,2013-11-18
6160,47th week,Maharashtra,Thane,Acute Diarrhoeal Disease,14.0,0.0,11,11,2013,19.1943294,72.9701779,0.0002849690279,16.0,302.86,47,2013-11-18
6161,48th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,26.0,2.0,27,11,2013,16.69656855,77.95911462,0.04224998922,10.0,304.17,48,2013-11-25
6162,48th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,573.0,1.0,26,11,2013,31.3380959,76.7611631,6.75e-05,12.0,292.5933334,48,2013-11-25
6163,48th week,Gujarat,Navsari,Malaria,102.0,1.0,25,11,2013,20.952407,72.9323831,6.01e-05,5.0,305.7,48,2013-11-25
6164,48th week,Karnataka,Haveri,Acute Diarrhoeal Disease,50.0,0.0,25,11,2013,14.7874825,75.3996731,0.009238923566,5.0,301.056,48,2013-11-25
6165,48th week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,34.0,0.0,25,11,2013,21.12304765,79.79390882,0.01549348737,5.0,302.78400000000005,48,2013-11-25
6166,48th week,West Bengal,Bankura,Acute Diarrhoeal Disease,28.0,0.0,23,11,2013,23.13195425,87.2073972,4.12e-05,8.0,298.6433334,48,2013-11-25
6167,48th week,West Bengal,Hooghly,Cholera,13.0,0.0,27,11,2013,22.9052114,88.3760639,6.04e-05,9.0,298.81333340000003,48,2013-11-25
6168,48th week,West Bengal,Purulia,Cholera,43.0,0.0,26,11,2013,23.3291882,86.3672378,6.89e-05,8.0,298.87,48,2013-11-25
6169,48th week,Gujarat,Panchmahal,Chikungunya,10.0,0.0,7,11,2013,22.7748893,73.620404,4.73e-05,10.0,306.5866666,48,2013-11-25
6170,48th week,Maharashtra,Raigad,Dengue,60.0,0.0,25,10,2013,18.4928092,73.13807095,0.0145674039,21.0,302.6966666,48,2013-11-25
6171,48th week,Maharashtra,Thane,Dengue,52.0,0.0,19,11,2013,19.1943294,72.9701779,5.58e-05,15.0,304.2866666,48,2013-11-25
6172,49th week,Karnataka,Chamrajnagar,Chikungunya,30.0,0.0,3,12,2013,11.9269937,76.9424311,0.2165095117,5.0,303.74,49,2013-12-02
6173,49th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,24.0,0.0,6,12,2013,13.6102243,77.5127721,0.04065148897,9.0,301.76,49,2013-12-02
6174,49th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,13.0,0.0,28,11,2013,20.1160666,85.11195644,0.03465340746,15.0,300.54,49,2013-12-02
6175,49th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,15.0,0.0,30,11,2013,9.851231,78.53047155,0.07244195142,8.0,308.62,49,2013-12-02
6176,49th week,West Bengal,Purulia,Acute Diarrhoeal Disease,33.0,0.0,28,11,2013,23.3291882,86.3672378,8.67e-05,8.0,298.66,49,2013-12-02
6177,49th week,Maharashtra,Ahmednagar,Dengue,15.0,1.0,21,11,2013,19.1627725,74.8580243,5.19e-05,9.0,306.0,49,2013-12-02
6178,49th week,Maharashtra,Latur,Chikungunya,16.0,0.0,14,11,2013,18.35159075,76.75542361,4.77e-05,12.0,304.6966666,49,2013-12-02
6179,50th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,29.0,0.0,13,12,2013,15.8572666,74.5069343,5.7e-05,17.0,303.332,50,2013-12-09
6180,50th week,Maharashtra,Sangli,Cholera,99.0,1.0,7,12,2013,17.1726928,74.58676543,0.05592174368,8.0,303.8166666,50,2013-12-09
6181,50th week,Odisha,Jagatsinghpur,Acute Diarrhoeal Disease,12.0,0.0,13,12,2013,20.2593872,86.1660878,0.1212326166,6.0,295.684,50,2013-12-09
6182,50th week,Rajasthan,Alwar,Acute Diarrhoeal Disease,46.0,0.0,10,12,2013,27.5,76.5,7.72e-05,5.0,299.5466666,50,2013-12-09
6183,50th week,Uttarakhand,Tehri,Acute Diarrhoeal Disease,13.0,1.0,13,12,2013,30.40260205,78.38835789,0.001210797981,12.0,289.56,50,2013-12-09
6184,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,16.0,0.0,2,10,2013,17.63612885,74.29827808,0.1325143856,10.0,304.245,50,2013-12-09
6185,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,34.0,0.0,11,10,2013,17.63612885,74.29827808,0.05744793824,9.0,307.98,50,2013-12-09
6186,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,60.0,0.0,15,10,2013,17.63612885,74.29827808,0.0398163582,5.0,307.87333340000004,50,2013-12-09
6187,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,27.0,0.0,27,10,2013,17.63612885,74.29827808,0.2614510549,9.0,306.21,50,2013-12-09
6188,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,30.0,0.0,28,10,2013,17.63612885,74.29827808,0.2796676322,9.0,304.76,50,2013-12-09
6189,50th week,Maharashtra,Satara,Acute Diarrhoeal Disease,35.0,0.0,21,11,2013,17.63612885,74.29827808,0.0002108408945,8.0,307.50333340000003,50,2013-12-09
6190,50th week,Odisha,Ganjam,Acute Diarrhoeal Disease,56.0,0.0,16,11,2013,19.4129711,85.04710406,0.5065819908,5.0,299.848,50,2013-12-09
6191,50th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,24.0,0.0,20,11,2013,20.13069385,84.07904761,0.01192515143,19.0,298.55,50,2013-12-09
6192,50th week,Odisha,Puri,Acute Diarrhoeal Disease,22.0,0.0,4,11,2013,19.8076083,85.8252538,0.001953338867,14.0,301.1033334,50,2013-12-09
6193,51st week,Andaman And Nicobar Islands,North And Middle Andaman,Acute Diarrhoeal Disease,86.0,0.0,16,12,2013,12.61123865,92.83165406,0.1881493739,53.0,298.2,51,2013-12-16
6194,51st week,Bihar,Araria,Acute Encephalitis Syndrome,12.0,7.0,19,12,2013,26.26498795,87.37162648,0.01410128011,5.0,295.16,51,2013-12-16
6195,51st week,Tamil Nadu,Kanyakumari,Dengue,17.0,1.0,19,12,2013,8.079252,77.5499338,0.5065819908,5.0,295.2,51,2013-12-16
6196,51st week,Tamil Nadu,Krishnagiri,Cholera,19.0,0.0,15,12,2013,12.5188835,78.2206536,0.03303856738,12.0,298.52500000000003,51,2013-12-16
6197,51st week,West Bengal,Birbhum,Acute Diarrhoeal Disease,31.0,0.0,16,12,2013,24.0,87.583333,9.31e-05,5.0,297.94,51,2013-12-16
6198,51st week,West Bengal,Birbhum,Acute Diarrhoeal Disease,91.0,0.0,12,12,2013,24.0,87.583333,7.23e-05,5.0,297.668,51,2013-12-16
6199,51st week,Telangana,Medak,Chikungunya,20.0,0.0,9,12,2013,17.9375095,78.21174499,0.007756390548,9.0,300.69,51,2013-12-16
6200,51st week,Gujarat,Valsad,Acute Diarrhoeal Disease,18.0,0.0,8,12,2013,20.43219565,73.1409893,0.01662872702,13.0,303.428,51,2013-12-16
6201,52nd week,Karnataka,Bangalore Urban,Acute Diarrhoeal Disease,64.0,0.0,27,12,2013,12.94514225,77.553645,0.002383167021,5.0,300.42400000000004,52,2013-12-23
6202,52nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,21.0,0.0,27,12,2013,19.4129711,85.04710406,0.5065819908,5.0,300.0933334,52,2013-12-23
6203,52nd week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,19.0,1.0,25,12,2013,21.75,86.5,0.005317007482,12.0,299.2933334,52,2013-12-23
6204,52nd week,Tamil Nadu,Salem,Dengue,17.0,0.0,20,12,2013,11.0600516,77.0679581,0.01032229399,8.0,301.30400000000003,52,2013-12-23
6205,52nd week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,39.0,0.0,21,12,2013,22.2788943,87.92227864,0.002176742252,6.0,296.808,52,2013-12-23
6206,1st week,Karnataka,Haveri,Acute Diarrhoeal Disease,62.0,0.0,5,1,2012,14.7874825,75.3996731,0.007740531519,13.0,300.60400000000004,1,2012-01-02
6207,1st week,Kerala,Trivandrum,Dengue And Chikungunya,178.0,0.0,26,12,2011,8.4882267,76.947551,0.01756768168,5.0,301.46500000000003,1,2011-01-03
6208,1st week,Tamil Nadu,Thoothukudi,Dengue,42.0,0.0,1,1,2012,8.8052602,78.1452745,0.1555477508,10.0,298.6666666,1,2012-01-02
6209,1st week,Tamil Nadu,Theni,Cholera,21.0,0.0,3,1,2012,9.9696643,77.47420049,0.4204133468,13.0,300.02500000000003,1,2012-01-02
6210,1st week,Tamil Nadu,Cuddalore,Cholera,17.0,0.0,1,1,2012,11.7564329,79.7634644,0.8230760943,7.0,296.6,1,2012-01-02
6211,1st week,Gujarat,Bharuch,Acute Diarrhoeal Disease,30.0,0.0,5,12,2011,21.75,73.0,6.02e-05,8.0,306.59200000000004,1,2011-01-03
6212,1st week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,25.0,0.0,16,12,2011,22.5760669,88.42006758,0.006126871217,7.0,296.9666666,1,2011-01-03
6213,2nd week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,10.0,0.0,6,1,2012,13.4923257,79.202539,0.1145493093,13.0,300.96500000000003,2,2012-01-09
6214,2nd week,Tamil Nadu,Dindigul,Chikungunya,69.0,0.0,11,1,2012,10.3303299,78.06739791,0.07027384008,10.0,299.12333340000004,2,2012-01-09
6215,2nd week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,12.0,0.0,12,1,2012,10.3303299,78.06739791,0.09089114209,10.0,299.4233334,2,2012-01-09
6216,2nd week,Tamil Nadu,Ramanathapuram,Dengue,30.0,0.0,10,1,2012,9.3895523,78.85907072,0.5065819908,11.0,299.84000000000003,2,2012-01-09
6217,2nd week,Tamil Nadu,Salem,Dengue,9.0,0.0,10,1,2012,11.0600516,77.0679581,0.01085998228,9.0,302.22400000000005,2,2012-01-09
6218,2nd week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,15.0,0.0,8,1,2012,8.8052602,78.1452745,0.06198671477,5.0,303.505,2,2012-01-09
6219,2nd week,Maharashtra,Pune,Dengue,17.0,0.0,20,12,2011,18.521428,73.8544541,7.14e-05,9.0,302.40000000000003,2,2011-01-10
6220,3rd week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,84.0,0.0,15,1,2012,24.172056,72.431134,3.57e-05,8.0,298.25333340000003,3,2012-01-16
6221,3rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,41.0,0.0,17,1,2012,22.75,72.833333,0.001980834165,5.0,298.87,3,2012-01-16
6222,3rd week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,71.0,0.0,18,1,2012,25.40237355,91.83254097,0.01879485269,23.0,289.09000000000003,3,2012-01-16
6223,3rd week,Tamil Nadu,Dindigul,Cholera,16.0,0.0,15,1,2012,10.3303299,78.06739791,0.09706370925,10.0,300.15500000000003,3,2012-01-16
6224,3rd week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,26.0,0.0,20,1,2012,9.5208936,77.8784564,0.00110089784,10.0,302.10400000000004,3,2012-01-16
6225,4th week,Andhra Pradesh,West Godavari,Dengue,,0.0,23,1,2012,16.63713765,81.58909666,0.0006761187498,12.0,300.69333340000003,4,2012-01-23
6226,4th week,Arunachal Pradesh,Kurung Kumey,Acute Diarrhoeal Disease,85.0,4.0,27,1,2012,27.98636765,93.15783469,0.1820995246,26.0,282.0566666,4,2012-01-23
6227,4th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,84.0,0.0,15,1,2012,24.172056,72.431134,3.57e-05,8.0,298.25333340000003,4,2012-01-23
6228,4th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,25.0,0.0,23,1,2012,24.172056,72.431134,0.0006844494302,8.0,297.1466666,4,2012-01-23
6229,4th week,Karnataka,Belgaum,Cholera,24.0,0.0,26,1,2012,15.8572666,74.5069343,7.39e-05,6.0,305.2666666,4,2012-01-23
6230,4th week,Odisha,Cuttack,Acute Diarrhoeal Disease,31.0,0.0,23,1,2012,20.4686,85.8792,0.0002184407596,8.0,299.50333340000003,4,2012-01-23
6231,4th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,15.0,0.0,26,1,2012,20.1160666,85.11195644,0.0003786070689,12.0,300.468,4,2012-01-23
6232,4th week,Odisha,Koraput,Acute Diarrhoeal Disease,6.0,1.0,23,1,2012,18.7232023,82.60811828,0.0001387414333,10.0,301.7266666,4,2012-01-23
6233,4th week,Tamil Nadu,Dindigul,Cholera,10.0,0.0,19,1,2012,10.3303299,78.06739791,0.01499900078,12.0,299.54,4,2012-01-23
6234,4th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,10.0,0.0,25,1,2012,10.73618605,79.63318659,0.0001073696507,5.0,301.38,4,2012-01-23
6235,4th week,Maharashtra,Pune,Dengue,17.0,0.0,20,12,2011,18.521428,73.8544541,7.14e-05,9.0,302.40000000000003,4,2011-01-24
6236,5th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,88.0,0.0,5,2,2012,21.75,73.0,9.37e-05,6.0,304.316,5,2012-01-30
6237,5th week,Kerala,Idukki,Cholera,4.0,0.0,24,1,2012,9.8497872,76.9797914,0.02851955237,5.0,300.80400000000003,5,2012-01-30
6238,5th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,138.0,0.0,17,1,2012,22.75,71.666667,0.003225627346,5.0,300.97,5,2012-01-30
6239,5th week,Arunachal Pradesh,Kurung Kumey,Acute Diarrhoeal Disease,114.0,4.0,27,1,2012,27.98636765,93.15783469,0.1820995246,26.0,282.0566666,5,2012-01-30
6240,6th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,88.0,0.0,8,2,2012,21.75,73.0,6.09e-05,6.0,305.152,6,2012-02-06
6241,6th week,Gujarat,Anand,Acute Diarrhoeal Disease,26.0,0.0,9,2,2012,22.5584995,72.9625629,4.81e-05,5.0,301.63,6,2012-02-06
6242,6th week,Karnataka,Hassan,Acute Diarrhoeal Disease,30.0,0.0,2,2,2012,13.0070817,76.0992703,0.0001169003837,5.0,304.496,6,2012-02-06
6243,6th week,Karnataka,Hassan,Acute Diarrhoeal Disease,50.0,0.0,31,1,2012,13.0070817,76.0992703,0.0001103381145,7.0,304.04,6,2012-02-06
6244,6th week,Karnataka,Chamarajnagar,Cholera,72.0,0.0,28,1,2012,14.3683154,76.6538415,5.88e-05,5.0,308.49,6,2012-02-06
6245,6th week,Kerala,Wayanad,Acute Diarrhoeal Disease,10.0,0.0,6,2,2012,11.715219,76.12690295,0.007765483685,38.0,303.3566666,6,2012-02-06
6246,6th week,Karnataka,Davangere,Acute Diarrhoeal Disease,50.0,0.0,30,1,2012,14.4679807,75.9195682,6.34e-05,6.0,307.376,6,2012-02-06
6247,7th week,Assam,Udalguri,Acute Diarrhoeal Disease,30.0,2.0,15,2,2012,26.77253155,92.10641749,0.0456279034,21.0,292.2066666,7,2012-02-13
6248,7th week,Kerala,Alappuzha,Acute Diarrhoeal Disease,23.0,0.0,9,2,2012,9.5006651,76.41241429,0.01407752493,5.0,302.78000000000003,7,2012-02-13
6249,7th week,Kerala,Kozhikode,Acute Diarrhoeal Disease,17.0,0.0,14,2,2012,11.2450558,75.7754716,0.06874044258,5.0,295.2,7,2012-02-13
6250,7th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,19.0,0.0,13,2,2012,8.8052602,78.1452745,0.2299828138,7.0,305.135,7,2012-02-13
6251,7th week,Tamil Nadu,Cuddalore,Chikungunya,30.0,0.0,16,2,2012,11.7564329,79.7634644,0.01694272744,8.0,303.836,7,2012-02-13
6252,7th week,West Bengal,Howrah,Acute Diarrhoeal Disease,76.0,0.0,19,2,2012,22.5736296,88.3251045,0.03647180793,9.0,298.91200000000003,7,2012-02-13
6253,7th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,30.0,0.0,18,2,2012,22.642931,88.8930579,0.05165978424,5.0,296.132,7,2012-02-13
6254,8th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,99.0,0.0,16,2,2012,22.5,83.5,0.05914072873,8.0,297.948,8,2012-02-20
6255,8th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,18.0,1.0,15,2,2012,18.4928092,73.13807095,9.47e-05,8.0,305.84000000000003,8,2012-02-20
6256,8th week,Tamil Nadu,Ramanathapuram,Dengue,40.0,0.0,21,2,2012,9.3895523,78.85907072,0.5065819908,8.0,304.295,8,2012-02-20
6257,9th week,Karnataka,Haveri,Acute Diarrhoeal Disease,30.0,0.0,28,2,2012,14.7874825,75.3996731,8.75e-05,18.0,303.2266666,9,2012-02-27
6258,9th week,Madhya Pradesh,Dindori,Acute Diarrhoeal Disease,63.0,2.0,25,2,2012,22.90736865,80.8851143,7.12e-05,5.0,306.06333340000003,9,2012-02-27
6259,9th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,35.0,0.0,2,3,2012,21.75,86.5,8.55e-05,10.0,306.0866666,9,2012-02-27
6260,9th week,Tamil Nadu,Madurai,Cholera,12.0,0.0,26,2,2012,9.9261153,78.1140983,6.85e-05,5.0,307.90000000000003,9,2012-02-27
6261,9th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,19.0,0.0,1,3,2012,10.7860267,79.1381497,0.0004408192248,8.0,309.332,9,2012-02-27
6262,9th week,Tamil Nadu,Villupuram,Chikungunya,12.0,0.0,2,3,2012,11.9415377,79.4861469,0.004706182434,8.0,306.81,9,2012-02-27
6263,9th week,Tamil Nadu,Ramanathapuram,Dengue,10.0,2.0,20,2,2012,9.3895523,78.85907072,0.5065819908,8.0,305.09000000000003,9,2012-02-27
6264,9th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,14.0,0.0,24,2,2012,8.8052602,78.1452745,0.0001395982142,6.0,308.415,9,2012-02-27
6265,9th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,29.0,0.0,21,2,2012,13.6102243,77.5127721,4.88e-05,5.0,311.652,9,2012-02-27
6266,9th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,95.0,0.0,18,2,2012,22.642931,88.8930579,0.05165978424,5.0,296.132,9,2012-02-27
6267,10th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,13.0,1.0,7,3,2012,20.75,85.5,0.002864224012,10.0,307.11333340000004,10,2012-03-05
6268,10th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,10.0,0.0,1,3,2012,10.7860267,79.1381497,0.0004408192248,8.0,309.332,10,2012-03-05
6269,10th week,Tamil Nadu,Thoothukudi,Chikungunya,55.0,0.0,1,3,2012,8.8052602,78.1452745,0.006415241047,7.0,312.02,10,2012-03-05
6270,10th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,19.0,0.0,1,3,2012,10.7860267,79.1381497,0.0004408192248,8.0,309.332,10,2012-03-05
6271,11th week,Assam,Lakhimpur,Acute Diarrhoeal Disease,10.0,2.0,12,3,2012,27.0827158,93.9978423,0.5696230415,5.0,298.444,11,2012-03-12
6272,11th week,Assam,Darrang,Acute Diarrhoeal Disease,10.0,0.0,11,3,2012,26.75,92.5,0.03950848719,11.0,297.005,11,2012-03-12
6273,11th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,61.0,0.0,10,3,2012,22.3053263,70.8028377,0.0001730151463,5.0,309.1966666,11,2012-03-12
6274,11th week,Karnataka,Mysore,Cholera,12.0,0.0,13,3,2012,12.3051828,76.6553609,0.0001503895409,5.0,308.184,11,2012-03-12
6275,11th week,Karnataka,Udupi,Malaria,38.0,0.0,15,3,2012,13.3419169,74.7473232,0.002505923217,14.0,303.37,11,2012-03-12
6276,11th week,Maharashtra,Beed,Acute Diarrhoeal Disease,54.0,0.0,11,3,2012,18.9918442,75.909784,0.0001013648933,5.0,314.468,11,2012-03-12
6277,11th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,15.0,0.0,17,3,2012,11.2287716,78.81825555,0.08666076199,7.0,307.4666666,11,2012-03-12
6278,11th week,Maharashtra,Satara,Acute Diarrhoeal Disease,104.0,0.0,6,3,2012,17.63612885,74.29827808,5.56e-05,3.0,316.94333340000003,11,2012-03-12
6279,12th week,Telangana,Medak,Acute Diarrhoeal Disease,39.0,0.0,21,3,2012,17.9375095,78.21174499,8.48e-05,5.0,316.6333334,12,2012-03-19
6280,12th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,13.0,0.0,22,3,2012,18.75,78.25,2.62e-05,7.0,311.2066666,12,2012-03-19
6281,12th week,Arunachal Pradesh,West Siang,Acute Diarrhoeal Disease,284.0,4.0,17,3,2012,28.4,94.55,1.424162362,30.0,289.99,12,2012-03-19
6282,12th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,91.0,0.0,18,3,2012,22.75,71.666667,0.0001146026329,5.0,312.99,12,2012-03-19
6283,12th week,Karnataka,Raichur,Dengue,19.0,1.0,20,3,2012,16.083333,77.166667,0.0002889213578,5.0,317.112,12,2012-03-19
6284,12th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,42.0,0.0,20,3,2012,11.2287716,78.81825555,0.03390784749,5.0,312.195,12,2012-03-19
6285,12th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,23.0,0.0,21,3,2012,11.2287716,78.81825555,0.01875599908,5.0,312.64,12,2012-03-19
6286,12th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,10.0,0.0,19,3,2012,11.2287716,78.81825555,0.05576320865,7.0,308.55,12,2012-03-19
6287,12th week,Tamil Nadu,Perambalur,Dengue,22.0,0.0,24,3,2012,11.2287716,78.81825555,0.0003687949488,7.0,313.16,12,2012-03-19
6288,12th week,Tamil Nadu,Cuddalore,Dengue,32.0,0.0,17,3,2012,11.7564329,79.7634644,0.0978887894,7.0,305.27500000000003,12,2012-03-19
6289,12th week,Tamil Nadu,Pudukottai,Dengue,64.0,0.0,19,3,2012,10.3826515,78.8191259,0.091436118,8.0,306.005,12,2012-03-19
6290,12th week,Maharashtra,Sangli,Dengue,71.0,0.0,6,3,2012,17.1726928,74.58676543,5.56e-05,4.0,314.5333334,12,2012-03-19
6291,12th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,23.0,0.0,18,2,2012,19.09400875,77.48319215,0.0005249597183,5.0,309.552,12,2012-03-19
6292,13th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,28.0,0.0,28,3,2012,21.825599,75.614182,0.0001025816164,5.0,319.1266666,13,2012-03-26
6293,13th week,Gujarat,Kutch,Acute Diarrhoeal Disease,50.0,0.0,30,3,2012,23.583333,70.0,9.53e-05,4.0,312.5266666,13,2012-03-26
6294,13th week,Karnataka,Hassan,Acute Diarrhoeal Disease,198.0,0.0,29,3,2012,13.0070817,76.0992703,0.0001134994854,5.0,313.088,13,2012-03-26
6295,13th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,21.0,0.0,29,3,2012,21.13170235,74.48990147,8.41e-05,5.0,318.06333340000003,13,2012-03-26
6296,13th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,90.0,0.0,27,3,2012,20.0112475,73.7902364,8.84e-05,5.0,314.7833334,13,2012-03-26
6297,13th week,Odisha,Angul,Acute Diarrhoeal Disease,15.0,0.0,19,3,2012,20.8382426,85.0973949,0.00103302346,10.0,308.244,13,2012-03-26
6298,13th week,Tamil Nadu,Trichy,Dengue,38.0,0.0,30,3,2012,10.7992254,78.6811423,0.01976844684,7.0,313.72,13,2012-03-26
6299,13th week,Tamil Nadu,Trichy,Dengue,40.0,0.0,30,3,2012,10.7992254,78.6811423,0.01976844684,7.0,313.72,13,2012-03-26
6300,13th week,Tamil Nadu,Thanjavur,Cholera,3.0,0.0,26,3,2012,10.7860267,79.1381497,8.63e-05,7.0,312.94333340000003,13,2012-03-26
6301,13th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,20.0,0.0,27,3,2012,22.06217445,87.83672383,0.00127212215,16.0,305.5666666,13,2012-03-26
6302,13th week,West Bengal,Nadia,Acute Diarrhoeal Disease,41.0,0.0,29,3,2012,23.48454125,88.55676307,0.0001090914192,5.0,305.7666666,13,2012-03-26
6303,13th week,Assam,Goalpara,Acute Diarrhoeal Disease,11.0,1.0,18,3,2012,26.1783623,90.6226683,0.03361445865,6.0,302.644,13,2012-03-26
6304,14th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,60.0,0.0,3,4,2012,15.6589741,79.47164373,0.003033576695,5.0,313.7933334,14,2012-04-02
6305,14th week,Bihar,Araria,Acute Diarrhoeal Disease,29.0,0.0,30,3,2012,26.26498795,87.37162648,0.0005334981688,6.0,301.8266666,14,2012-04-02
6306,14th week,Gujarat,Surat,Acute Diarrhoeal Disease,34.0,0.0,31,3,2012,21.19177615,72.95441578,7.94e-05,6.0,309.23,14,2012-04-02
6307,14th week,Karnataka,Chamarajanagar,Acute Diarrhoeal Disease,15.0,1.0,7,4,2012,11.9346006,76.9328209,0.01786651145,7.0,312.4133334,14,2012-04-02
6308,14th week,Karnataka,Mysore,Cholera,181.0,0.0,4,4,2012,12.3051828,76.6553609,0.006427930948,7.0,312.02,14,2012-04-02
6309,14th week,Karnataka,Tumkur,Cholera,27.0,1.0,6,4,2012,13.3400771,77.1006208,0.01838685622,5.0,313.504,14,2012-04-02
6310,14th week,Rajasthan,Alwar,Acute Diarrhoeal Disease,39.0,0.0,31,3,2012,27.5,76.5,0.001286355149,5.0,307.09000000000003,14,2012-04-02
6311,14th week,Tamil Nadu,Dharmapuri,Dengue,37.0,0.0,4,4,2012,12.09680475,78.19304301,0.004881060381,7.0,309.88,14,2012-04-02
6312,15th week,Gujarat,Narmada,Chikungunya,16.0,0.0,4,4,2012,21.8678464,73.5025585,6.86e-05,5.0,315.7866666,15,2012-04-09
6313,15th week,Karnataka,Mandya,Acute Diarrhoeal Disease,17.0,0.0,11,4,2012,12.5238888,76.8961961,0.01155938421,8.0,309.416,15,2012-04-09
